,Nflow,B,N
0,0.08100288000000003,10000,1
1,0.05048448000000004,10000,1
2,0.20441472000000002,10000,1
3,0.05728384000000004,10000,1
4,0.05741440000000003,10000,1
5,0.05051520000000004,10000,1
6,0.059283200000000036,10000,1
7,0.08968640000000003,10000,1
8,0.08390592000000004,10000,1
9,0.15163328,10000,1
10,0.06506688000000004,10000,1
11,0.06380352000000004,10000,1
12,0.05501184000000004,10000,1
13,0.06891392000000003,10000,1
14,0.09565376000000003,10000,1
15,0.05019264000000004,10000,1
16,0.05000000000000004,10000,1
17,0.20294912,10000,1
18,0.12566720000000003,10000,1
19,0.053300480000000046,10000,1
20,0.06418688000000004,10000,1
21,0.05000000000000004,10000,1
22,0.05494976000000004,10000,1
23,0.05611648000000004,10000,1
24,0.049937280000000035,10000,1
25,0.05174016000000005,10000,1
26,0.054090880000000036,10000,1
27,0.17787456000000001,10000,1
28,0.06645376000000004,10000,1
29,0.05000000000000004,10000,1
0,0.15311168000000003,15000,1
1,0.05550912000000004,15000,1
2,0.06078016000000004,15000,1
3,0.05651712000000003,15000,1
4,0.11410304000000003,15000,1
5,0.13419520000000001,15000,1
6,0.06093952000000004,15000,1
7,0.06343104000000005,15000,1
8,0.10218304000000003,15000,1
9,0.053696640000000045,15000,1
10,0.13957056,15000,1
11,0.05000000000000004,15000,1
12,0.059742720000000034,15000,1
13,0.11126976000000002,15000,1
14,0.10762112000000004,15000,1
15,0.05651712000000003,15000,1
16,0.11410304000000003,15000,1
17,0.13419520000000001,15000,1
18,0.06093952000000004,15000,1
19,0.06343104000000005,15000,1
20,0.10218304000000003,15000,1
21,0.053696640000000045,15000,1
22,0.13957056,15000,1
23,0.05000000000000004,15000,1
24,0.059742720000000034,15000,1
25,0.11126976000000002,15000,1
26,0.10762112000000004,15000,1
27,0.05651712000000003,15000,1
28,0.11410304000000003,15000,1
29,0.13419520000000001,15000,1
0,0.10676608000000001,20000,1
1,0.05000000000000004,20000,1
2,0.05000000000000004,20000,1
3,0.07962880000000003,20000,1
4,0.10539072000000003,20000,1
5,0.06709632000000004,20000,1
6,0.11301888000000003,20000,1
7,0.06796608000000004,20000,1
8,0.06980736000000004,20000,1
9,0.05058944000000004,20000,1
10,0.10293696000000004,20000,1
11,0.05850944000000003,20000,1
12,0.09388160000000004,20000,1
13,0.05416256000000005,20000,1
14,0.14745024,20000,1
15,0.05003200000000004,20000,1
16,0.06869248000000004,20000,1
17,0.05031616000000003,20000,1
18,0.05000000000000004,20000,1
19,0.14288832,20000,1
20,0.08142144000000005,20000,1
21,0.054202880000000044,20000,1
22,0.05000000000000004,20000,1
23,0.09303232000000003,20000,1
24,0.05000000000000004,20000,1
25,0.08711616000000004,20000,1
26,0.06352896000000004,20000,1
27,0.05000000000000004,20000,1
28,0.050547840000000045,20000,1
29,0.049980800000000034,20000,1
0,0.05026176000000004,30000,1
1,0.052860160000000045,30000,1
2,0.07142272000000004,30000,1
3,0.05350656000000004,30000,1
4,0.06672192000000003,30000,1
5,0.06546496000000004,30000,1
6,0.05230528000000004,30000,1
7,0.05000000000000004,30000,1
8,0.07356480000000003,30000,1
9,0.09933632000000002,30000,1
10,0.05000000000000004,30000,1
11,0.09703296000000002,30000,1
12,0.050169600000000036,30000,1
13,0.052860160000000045,30000,1
14,0.07142272000000004,30000,1
15,0.05350656000000004,30000,1
16,0.06672192000000003,30000,1
