,Nflow,B,N
0,0.18361343999999996,10000,1
1,0.23555327999999995,10000,1
2,0.23555327999999995,10000,1
3,0.23555327999999995,10000,1
4,0.23555327999999995,10000,1
5,0.23555327999999995,10000,1
6,0.23555327999999995,10000,1
7,0.23555327999999995,10000,1
8,0.23555327999999995,10000,1
9,0.23555327999999995,10000,1
10,0.23555327999999995,10000,1
11,0.23555327999999995,10000,1
12,0.23555327999999995,10000,1
13,0.23555327999999995,10000,1
14,0.23555327999999995,10000,1
15,0.23555327999999995,10000,1
16,0.23555327999999995,10000,1
17,0.23555327999999995,10000,1
18,0.23555327999999995,10000,1
19,0.23555327999999995,10000,1
20,0.23555327999999995,10000,1
21,0.23555327999999995,10000,1
22,0.23555327999999995,10000,1
23,0.23555327999999995,10000,1
24,0.23555327999999995,10000,1
25,0.23555327999999995,10000,1
26,0.23555327999999995,10000,1
27,0.23555327999999995,10000,1
28,0.23555327999999995,10000,1
29,0.23555327999999995,10000,1
0,0.17740351999999998,15000,1
1,0.18411711999999997,15000,1
2,0.18411711999999997,15000,1
3,0.18411711999999997,15000,1
4,0.18411711999999997,15000,1
5,0.18411711999999997,15000,1
6,0.18411711999999997,15000,1
7,0.18411711999999997,15000,1
8,0.18411711999999997,15000,1
9,0.18411711999999997,15000,1
10,0.18411711999999997,15000,1
11,0.18411711999999997,15000,1
12,0.18411711999999997,15000,1
13,0.18411711999999997,15000,1
14,0.18411711999999997,15000,1
15,0.18411711999999997,15000,1
16,0.18411711999999997,15000,1
17,0.18411711999999997,15000,1
18,0.18411711999999997,15000,1
19,0.18411711999999997,15000,1
20,0.18411711999999997,15000,1
21,0.18411711999999997,15000,1
22,0.18411711999999997,15000,1
23,0.18411711999999997,15000,1
24,0.18411711999999997,15000,1
25,0.18411711999999997,15000,1
26,0.18411711999999997,15000,1
27,0.18411711999999997,15000,1
28,0.18411711999999997,15000,1
29,0.18411711999999997,15000,1
0,0.18098623999999996,20000,1
1,0.17485567999999999,20000,1
2,0.17485567999999999,20000,1
3,0.17485567999999999,20000,1
4,0.17485567999999999,20000,1
5,0.17485567999999999,20000,1
6,0.17485567999999999,20000,1
7,0.17485567999999999,20000,1
8,0.17485567999999999,20000,1
9,0.17485567999999999,20000,1
10,0.17485567999999999,20000,1
11,0.17485567999999999,20000,1
12,0.17485567999999999,20000,1
13,0.17485567999999999,20000,1
14,0.17485567999999999,20000,1
15,0.17485567999999999,20000,1
16,0.17485567999999999,20000,1
17,0.17485567999999999,20000,1
18,0.17485567999999999,20000,1
19,0.17485567999999999,20000,1
20,0.17485567999999999,20000,1
21,0.17485567999999999,20000,1
22,0.17485567999999999,20000,1
23,0.17485567999999999,20000,1
24,0.17485567999999999,20000,1
25,0.17485567999999999,20000,1
26,0.17485567999999999,20000,1
27,0.17485567999999999,20000,1
28,0.17485567999999999,20000,1
29,0.17485567999999999,20000,1
0,0.17859007999999996,30000,1
1,0.17215935999999996,30000,1
2,0.17215935999999996,30000,1
3,0.17215935999999996,30000,1
4,0.17215935999999996,30000,1
5,0.17215935999999996,30000,1
6,0.17215935999999996,30000,1
7,0.17215935999999996,30000,1
8,0.17215935999999996,30000,1
9,0.17215935999999996,30000,1
10,0.17215935999999996,30000,1
11,0.17215935999999996,30000,1
12,0.17215935999999996,30000,1
13,0.17215935999999996,30000,1
14,0.17215935999999996,30000,1
15,0.17215935999999996,30000,1
16,0.17215935999999996,30000,1
17,0.17215935999999996,30000,1
18,0.17215935999999996,30000,1
19,0.17215935999999996,30000,1
20,0.17215935999999996,30000,1
21,0.17215935999999996,30000,1
22,0.17215935999999996,30000,1
23,0.17215935999999996,30000,1
24,0.17215935999999996,30000,1
25,0.17215935999999996,30000,1
26,0.17215935999999996,30000,1
27,0.17215935999999996,30000,1
28,0.17215935999999996,30000,1
29,0.17215935999999996,30000,1
0,0.16626176,10000,5
1,0.16224511999999996,10000,5
2,0.16224511999999996,10000,5
3,0.16224511999999996,10000,5
4,0.16224511999999996,10000,5
5,0.16224511999999996,10000,5
6,0.16224511999999996,10000,5
7,0.16224511999999996,10000,5
8,0.16224511999999996,10000,5
9,0.16224511999999996,10000,5
10,0.16224511999999996,10000,5
11,0.16224511999999996,10000,5
12,0.16224511999999996,10000,5
13,0.16224511999999996,10000,5
14,0.16224511999999996,10000,5
15,0.16224511999999996,10000,5
16,0.16224511999999996,10000,5
17,0.16224511999999996,10000,5
18,0.16224511999999996,10000,5
19,0.16224511999999996,10000,5
20,0.16224511999999996,10000,5
21,0.16224511999999996,10000,5
22,0.16224511999999996,10000,5
23,0.16224511999999996,10000,5
24,0.16224511999999996,10000,5
25,0.16224511999999996,10000,5
26,0.16224511999999996,10000,5
27,0.16224511999999996,10000,5
28,0.16224511999999996,10000,5
29,0.16224511999999996,10000,5
0,0.17068607999999996,15000,5
1,0.17063231999999998,15000,5
2,0.17063231999999998,15000,5
3,0.17063231999999998,15000,5
4,0.17063231999999998,15000,5
5,0.17063231999999998,15000,5
6,0.17063231999999998,15000,5
7,0.17063231999999998,15000,5
8,0.17063231999999998,15000,5
9,0.17063231999999998,15000,5
10,0.17063231999999998,15000,5
11,0.17063231999999998,15000,5
12,0.17063231999999998,15000,5
13,0.17063231999999998,15000,5
14,0.17063231999999998,15000,5
15,0.17063231999999998,15000,5
16,0.17063231999999998,15000,5
17,0.17063231999999998,15000,5
18,0.17063231999999998,15000,5
19,0.17063231999999998,15000,5
20,0.17063231999999998,15000,5
21,0.17063231999999998,15000,5
22,0.17063231999999998,15000,5
23,0.17063231999999998,15000,5
24,0.17063231999999998,15000,5
25,0.17063231999999998,15000,5
26,0.17063231999999998,15000,5
27,0.17063231999999998,15000,5
28,0.17063231999999998,15000,5
29,0.17063231999999998,15000,5
0,0.16422783999999996,20000,5
1,0.16400127999999997,20000,5
2,0.16400127999999997,20000,5
3,0.16400127999999997,20000,5
4,0.16400127999999997,20000,5
5,0.16400127999999997,20000,5
6,0.16400127999999997,20000,5
7,0.16400127999999997,20000,5
8,0.16400127999999997,20000,5
9,0.16400127999999997,20000,5
10,0.16400127999999997,20000,5
11,0.16400127999999997,20000,5
12,0.16400127999999997,20000,5
13,0.16400127999999997,20000,5
14,0.16400127999999997,20000,5
15,0.16400127999999997,20000,5
16,0.16400127999999997,20000,5
17,0.16400127999999997,20000,5
18,0.16400127999999997,20000,5
19,0.16400127999999997,20000,5
20,0.16400127999999997,20000,5
21,0.16400127999999997,20000,5
22,0.16400127999999997,20000,5
23,0.16400127999999997,20000,5
24,0.16400127999999997,20000,5
25,0.16400127999999997,20000,5
26,0.16400127999999997,20000,5
27,0.16400127999999997,20000,5
28,0.16400127999999997,20000,5
29,0.16400127999999997,20000,5
0,0.18169727999999996,30000,5
1,0.15961087999999996,30000,5
2,0.15961087999999996,30000,5
3,0.15961087999999996,30000,5
4,0.15961087999999996,30000,5
5,0.15961087999999996,30000,5
6,0.15961087999999996,30000,5
7,0.15961087999999996,30000,5
8,0.15961087999999996,30000,5
9,0.15961087999999996,30000,5
10,0.15961087999999996,30000,5
11,0.15961087999999996,30000,5
12,0.15961087999999996,30000,5
13,0.15961087999999996,30000,5
14,0.15961087999999996,30000,5
15,0.15961087999999996,30000,5
16,0.15961087999999996,30000,5
17,0.15961087999999996,30000,5
18,0.15961087999999996,30000,5
19,0.15961087999999996,30000,5
20,0.15961087999999996,30000,5
21,0.15961087999999996,30000,5
22,0.15961087999999996,30000,5
23,0.15961087999999996,30000,5
24,0.15961087999999996,30000,5
25,0.15961087999999996,30000,5
26,0.15961087999999996,30000,5
27,0.15961087999999996,30000,5
28,0.15961087999999996,30000,5
29,0.15961087999999996,30000,5
0,0.15920895999999998,10000,10
1,0.19724992,10000,10
2,0.19724992,10000,10
3,0.19724992,10000,10
4,0.19724992,10000,10
5,0.19724992,10000,10
6,0.19724992,10000,10
7,0.19724992,10000,10
8,0.19724992,10000,10
9,0.19724992,10000,10
10,0.19724992,10000,10
11,0.19724992,10000,10
12,0.19724992,10000,10
13,0.19724992,10000,10
14,0.19724992,10000,10
15,0.19724992,10000,10
16,0.19724992,10000,10
17,0.19724992,10000,10
18,0.19724992,10000,10
19,0.19724992,10000,10
20,0.19724992,10000,10
21,0.19724992,10000,10
22,0.19724992,10000,10
23,0.19724992,10000,10
24,0.19724992,10000,10
25,0.19724992,10000,10
26,0.19724992,10000,10
27,0.19724992,10000,10
28,0.19724992,10000,10
29,0.19724992,10000,10
0,0.13851455999999995,15000,10
1,0.14172223999999997,15000,10
2,0.14172223999999997,15000,10
3,0.14172223999999997,15000,10
4,0.14172223999999997,15000,10
5,0.14172223999999997,15000,10
6,0.14172223999999997,15000,10
7,0.14172223999999997,15000,10
8,0.14172223999999997,15000,10
9,0.14172223999999997,15000,10
10,0.14172223999999997,15000,10
11,0.14172223999999997,15000,10
12,0.14172223999999997,15000,10
13,0.14172223999999997,15000,10
14,0.14172223999999997,15000,10
15,0.14172223999999997,15000,10
16,0.14172223999999997,15000,10
17,0.14172223999999997,15000,10
18,0.14172223999999997,15000,10
19,0.14172223999999997,15000,10
20,0.14172223999999997,15000,10
21,0.14172223999999997,15000,10
22,0.14172223999999997,15000,10
23,0.14172223999999997,15000,10
24,0.14172223999999997,15000,10
25,0.14172223999999997,15000,10
26,0.14172223999999997,15000,10
27,0.14172223999999997,15000,10
28,0.14172223999999997,15000,10
29,0.14172223999999997,15000,10
0,0.14238463999999995,20000,10
1,0.14353855999999995,20000,10
2,0.14353855999999995,20000,10
3,0.14353855999999995,20000,10
4,0.14353855999999995,20000,10
5,0.14353855999999995,20000,10
6,0.14353855999999995,20000,10
7,0.14353855999999995,20000,10
8,0.14353855999999995,20000,10
9,0.14353855999999995,20000,10
10,0.14353855999999995,20000,10
11,0.14353855999999995,20000,10
12,0.14353855999999995,20000,10
13,0.14353855999999995,20000,10
14,0.14353855999999995,20000,10
15,0.14353855999999995,20000,10
16,0.14353855999999995,20000,10
17,0.14353855999999995,20000,10
18,0.14353855999999995,20000,10
19,0.14353855999999995,20000,10
20,0.14353855999999995,20000,10
21,0.14353855999999995,20000,10
22,0.14353855999999995,20000,10
23,0.14353855999999995,20000,10
24,0.14353855999999995,20000,10
25,0.14353855999999995,20000,10
26,0.14353855999999995,20000,10
27,0.14353855999999995,20000,10
28,0.14353855999999995,20000,10
29,0.14353855999999995,20000,10
0,0.13852735999999996,30000,10
1,0.14328384,30000,10
2,0.14328384,30000,10
3,0.14328384,30000,10
4,0.14328384,30000,10
5,0.14328384,30000,10
6,0.14328384,30000,10
7,0.14328384,30000,10
8,0.14328384,30000,10
9,0.14328384,30000,10
10,0.14328384,30000,10
11,0.14328384,30000,10
12,0.14328384,30000,10
13,0.14328384,30000,10
14,0.14328384,30000,10
15,0.14328384,30000,10
16,0.14328384,30000,10
17,0.14328384,30000,10
18,0.14328384,30000,10
19,0.14328384,30000,10
20,0.14328384,30000,10
21,0.14328384,30000,10
22,0.14328384,30000,10
23,0.14328384,30000,10
24,0.14328384,30000,10
25,0.14328384,30000,10
26,0.14328384,30000,10
27,0.14328384,30000,10
28,0.14328384,30000,10
29,0.14328384,30000,10
0,0.16087487999999997,10000,20
1,0.16166976,10000,20
2,0.16166976,10000,20
3,0.16166976,10000,20
4,0.16166976,10000,20
5,0.16166976,10000,20
6,0.16166976,10000,20
7,0.16166976,10000,20
8,0.16166976,10000,20
9,0.16166976,10000,20
10,0.16166976,10000,20
11,0.16166976,10000,20
12,0.16166976,10000,20
13,0.16166976,10000,20
14,0.16166976,10000,20
15,0.16166976,10000,20
16,0.16166976,10000,20
17,0.16166976,10000,20
18,0.16166976,10000,20
19,0.16166976,10000,20
20,0.16166976,10000,20
21,0.16166976,10000,20
22,0.16166976,10000,20
23,0.16166976,10000,20
24,0.16166976,10000,20
25,0.16166976,10000,20
26,0.16166976,10000,20
27,0.16166976,10000,20
28,0.16166976,10000,20
29,0.16166976,10000,20
0,0.16384384,15000,20
1,0.16479999999999997,15000,20
2,0.16479999999999997,15000,20
3,0.16479999999999997,15000,20
4,0.16479999999999997,15000,20
5,0.16479999999999997,15000,20
6,0.16479999999999997,15000,20
7,0.16479999999999997,15000,20
8,0.16479999999999997,15000,20
9,0.16479999999999997,15000,20
10,0.16479999999999997,15000,20
11,0.16479999999999997,15000,20
12,0.16479999999999997,15000,20
13,0.16479999999999997,15000,20
14,0.16479999999999997,15000,20
15,0.16479999999999997,15000,20
16,0.16479999999999997,15000,20
17,0.16479999999999997,15000,20
18,0.16479999999999997,15000,20
19,0.16479999999999997,15000,20
20,0.16479999999999997,15000,20
21,0.16479999999999997,15000,20
22,0.16479999999999997,15000,20
23,0.16479999999999997,15000,20
24,0.16479999999999997,15000,20
25,0.16479999999999997,15000,20
26,0.16479999999999997,15000,20
27,0.16479999999999997,15000,20
28,0.16479999999999997,15000,20
